Feasibility selection for M+S4 with selection size 0.1,,,,,
filename,size,density,percent_gap_closed,nb_subproblems,nb_sdp_cuts
spar020-100-1,20,100,0.999773155,4106,2460
spar020-100-2,20,100,0.98052459,4270,2078
spar020-100-3,20,100,0.999999956,4389,1752
spar030-060-1,30,60,0.926068296,906,1350
spar030-060-2,30,60,0.999995382,708,420
spar030-060-3,30,60,0.955924831,2444,2005
spar030-070-1,30,70,0.914262838,2392,2563
spar030-070-2,30,70,0.999891154,2277,1362
spar030-070-3,30,70,0.986000116,3445,2277
spar030-080-1,30,80,0.945150108,6754,4700
spar030-080-2,30,80,0.999999826,5281,2112
spar030-080-3,30,80,0.999998569,7116,2844
spar030-090-1,30,90,0.998058799,10761,6151
spar030-090-2,30,90,0.995466761,14583,6831
spar030-090-3,30,90,0.999999926,11600,5800
spar030-100-1,30,100,0.98194216,24461,11129
spar030-100-2,30,100,0.966582388,25602,11770
spar030-100-3,30,100,0.984818495,24806,10480
spar040-030-1,40,30,0.999674332,146,154
spar040-030-2,40,30,0.976127826,164,240
spar040-030-3,40,30,0.973157235,165,240
spar040-040-1,40,40,0.856518695,363,864
spar040-040-2,40,40,0.99832603,403,560
spar040-040-3,40,40,0.887254523,403,960
spar040-050-1,40,50,0.917634268,1109,1760
spar040-050-2,40,50,0.943455364,1348,1876
spar040-050-3,40,50,0.954906625,1432,1859
spar040-060-1,40,60,0.916224632,3065,3337
spar040-060-2,40,60,0.98292926,2399,2151
spar040-060-3,40,60,0.999965893,5217,2605
spar040-070-1,40,70,0.980538718,8273,5280
spar040-070-2,40,70,0.983303392,7798,5134
spar040-070-3,40,70,0.981000888,10436,5951
spar040-080-1,40,80,0.979252131,21024,11403
spar040-080-2,40,80,0.982566074,19207,9630
spar040-080-3,40,80,0.981102693,27298,12795
spar040-090-1,40,90,0.971984669,39115,17951
spar040-090-2,40,90,0.964882212,45646,20376
spar040-090-3,40,90,0.990296505,44714,19267
spar040-100-1,40,100,0.982899808,82645,22122
spar040-100-2,40,100,0.966647341,85901,24776
spar040-100-3,40,100,0.927056088,80164,24742
spar050-030-1,50,30,0.994327541,285,504
spar050-030-2,50,30,0.847320979,315,682
spar050-030-3,50,30,0.885564859,281,784
spar050-040-1,50,40,0.920270311,723,1440
spar050-040-2,50,40,0.918260219,1080,1836
spar050-040-3,50,40,0.977723182,900,1620
spar050-050-1,50,50,0.850385901,3290,4935
spar050-050-2,50,50,0.91387904,3257,4225
spar050-050-3,50,50,0.927638209,3849,4608
spar060-020-1,60,20,0.845592961,224,462
spar060-020-2,60,20,0.999733941,233,299
spar060-020-3,60,20,0.788191036,231,552
spar070-025-1,70,25,0.822505219,495,1078
spar070-025-2,70,25,0.76715382,454,1170
spar070-025-3,70,25,0.845091301,564,1232
spar070-050-1,70,50,0.910812318,13446,12078
spar070-050-2,70,50,0.926697029,8518,9143
spar070-050-3,70,50,0.979942666,11239,9307
spar070-075-1,70,75,0.936090229,151974,31554
spar070-075-2,70,75,0.914583882,135658,30956
spar070-075-3,70,75,0.919485577,139771,30518
spar080-025-1,80,25,0.858681082,746,1776
spar080-025-2,80,25,0.744729557,677,1876
spar080-025-3,80,25,0.842157846,777,2079
spar080-050-1,80,50,0.875806734,24873,19408
spar080-050-2,80,50,0.935183492,18148,14629
spar080-050-3,80,50,0.914602413,18528,14846
spar080-075-1,80,75,0.922162693,254742,38890
spar080-075-2,80,75,0.924271471,235366,35196
spar080-075-3,80,75,0.91748358,252090,35604
spar090-025-1,90,25,0.802271863,1118,2664
spar090-025-2,90,25,0.813437896,1082,2592
spar090-025-3,90,25,0.839200955,1093,2507
spar090-050-1,90,50,0.903360927,37193,26155
spar090-050-2,90,50,0.935723129,29872,22429
spar090-050-3,90,50,0.920624875,30256,20514
spar090-075-1,90,75,0.889209884,417956,47588
spar090-075-2,90,75,0.89170485,394923,47258
spar090-075-3,90,75,0.900433273,405074,47591
spar100-025-1,100,25,0.797100541,1395,3475
spar100-025-2,100,25,0.798500986,1407,3500
spar100-025-3,100,25,0.834000189,1451,3625
spar100-050-1,100,50,0.878480744,60998,35250
spar100-050-2,100,50,0.885348863,48165,31309
spar100-050-3,100,50,0.89879395,50462,34223
spar100-075-1,100,75,0.886831187,632581,50000
spar100-075-2,100,75,0.889802776,596864,50000
spar100-075-3,100,75,0.891949362,626467,50000
spar125-025-1,125,25,0.776017158,3439,7889
spar125-025-2,125,25,0.823377847,3423,7524
spar125-025-3,125,25,0.83238987,3338,6660
spar125-050-1,125,50,0.878899123,150129,46436
spar125-050-2,125,50,0.883943517,152814,46591
spar125-050-3,125,50,0.89004503,158515,46322
spar125-075-1,125,75,0.875365709,1700215,65000
spar125-075-2,125,75,0.856885258,1681784,65000
spar125-075-3,125,75,0.865149809,1602598,65000
